"","x"
"679",6.24180823656463
"681",5.34255995747468
"686",5.43837770535551
"687",5.9209745584776
"689",5.41288711913696
"690",6.31896210309124
"691",5.82499341466568
"692",5.64158194152353
"697",6.1797181132029
"699",5.59663965625753
"700",5.53683130547628
"706",5.64015129763264
"708",6.3513000831769
"709",6.13150503268398
"711",5.83984503365072
"716",6.31366874871222
"717",5.25682749289092
"721",5.2311211312966
"722",5.50862883556507
"723",6.10973171437621
"724",6.47343291512613
"729",6.38798105243724
"731",6.12631301586499
"733",5.70788738170181
"735",5.45672605188037
"741",5.93669597978852
"742",6.19220982318374
"745",5.44700138598217
"747",6.17025170846544
"749",6.09743091581893
"750",6.21768433840226
"752",5.52158817000594
"756",6.46649067133775
"757",5.85406874080874
"761",6.09743091581893
"762",6.00621620713594
"765",5.56988533040598
"769",6.4354231803418
"771",6.31570453201241
"777",6.19598386170647
"778",5.73987917542863
"781",5.28444591442402
"785",5.73987917542863
"786",5.52527059374228
"787",5.44786146358968
"789",5.71218741492265
"791",5.44786146358968
"795",5.31195450484316
"796",5.35171467176727
"797",5.45773470613527
"800",6.00998698047694
"803",5.4542750750122
"808",5.64624417846787
"810",5.58644269818315
"813",4.71644120197449
"816",5.15237179443218
"821",6.52277571906369
"825",5.98964817648234
"826",5.94179215821893
"828",6.66428719368914
"829",6.26764699019838
"830",6.09256293313065
"832",6.65531771234057
"833",6.77687576268022
"836",6.65913465627092
"839",6.35955471158807
"840",5.86135866233787
"841",5.86874398720141
"844",6.18702797909385
"845",6.1643908638226
"846",6.1643908638226
"849",5.68209312469245
"861",5.87940245557383
"862",5.78956948434221
"863",5.76873589564125
"864",6.30424038032508
"873",5.77672050665127
"876",5.7850762748469
"881",5.7850762748469
"882",4.87080146549386
"883",6.18468499477337
"884",6.18468499477337
"886",6.37036540371173
"888",6.03755386324079
"889",6.17641192539471
"891",5.73016071940506
"894",6.3168070015507
"896",5.6546707844229
"898",5.21083100339241
"899",5.48891095676247
"905",5.44836540923917
"906",5.6788056103076
"907",5.06191260551564
"914",4.87349516927119
"916",4.87349516927119
"918",5.72183655362123
"919",6.30728148465203
"920",5.71971137796464
"924",5.55564428925079
"925",6.00939409568645
"926",5.12494543990248
"932",5.41710257715201
"935",5.34705219659753
"936",5.27361894802972
"937",5.37056027536314
"948",5.86416167705993
"950",5.71350990105411
"951",4.91489974575854
"952",5.8122645656407
"954",5.72487964421431
"955",5.8122645656407
"956",4.91489974575854
"960",5.73048639260224
"961",5.73048639260224
"968",5.92554292119496
"969",7.27406090796113
"972",6.6392854531205
"973",5.92554292119496
"977",6.54843117589326
"978",5.88163954582208
"979",6.09957727388188
"983",6.36019515346233
"985",6.14124441740562
"986",5.70305891083525
"987",5.73925769888808
"989",6.14124441740562
"990",5.8685885100777
"991",6.1757567730773
"995",5.68032176411645
"996",5.63349510970749
"999",5.83336623125524
"1001",5.40835869502967
"1002",5.37425320206559
"1005",6.12423738956147
"1010",6.09502259361816
"1013",5.972934617778
"1014",5.58545869660307
"1018",6.03529444140566
"1019",6.0738072360446
"1023",6.47017460139924
"1024",6.15980793272736
"1031",6.04757583731912
"1034",5.98193915322416
"1039",6.10361094156557
"1040",5.95641652466399
"1042",5.5775815984983
"1047",5.70740726214818
"1048",4.94682831299003
"1049",4.85663190262655
"1050",6.71249005205353
"1051",5.47716376128413
"1053",5.72416172505844
"1057",6.05660028228305
"1059",6.05660028228305
"1061",6.16387824019951
"1066",5.92898171008875
"1067",5.18727646731794
"1069",6.13032642687137
"1070",6.36357231797791
"1071",5.93737635654164
"1072",5.92898171008875
"1082",5.56586723312027
"1084",5.98674269663361
"1088",6.13328704359762
"1089",5.98674269663361
"1090",5.90808844731198
"1097",5.90513948491905
"1101",5.56586723312027
"1102",6.78208493028634
"1104",5.21021536512923
"1107",6.319569952048
"1111",6.54688298683313
"1113",6.14718535272144
"1117",5.18690765280489
"1128",6.86323989489639
"1130",6.39558610518424
"1131",5.54928962879922
"1132",5.52893152677171
"1133",5.46814518593203
"1135",5.41632434259413
"1137",6.42047625772724
"1145",5.71026375359135
"1146",4.95037909886534
"1149",6.36171912698786
"1150",5.49303833136409
"1151",5.00304768323356
"1155",6.06275759304344
"1162",5.37490793075741
"1165",5.33142284585817
"1166",6.23641021114462
"1168",5.75514699709279
"1169",5.93436219261212
"1173",6.46059815999525
"1177",5.62360281495338
"1182",5.47790281807464
"1183",6.376289493676
"1187",5.04814063473022
"1188",6.30295445032008
"1189",5.77204721116016
"1190",4.61487647407699
"1191",6.46059815999525
"1192",6.15039903890454
"1197",6.15039903890454
"1200",5.72036007666835
"1202",6.22869434832093
"1203",5.36761779468986
"1205",5.3363508455877
"1213",5.9739149112073
"1214",5.3363508455877
"1224",5.91934689470125
"1225",6.6419418909052
"1227",6.6419418909052
"1232",6.5866928682727
"1234",5.95662169508414
"1235",5.83741931909329
"1238",6.14404909060168
"1239",7.00051022092407
"1241",6.11512499435106
"1243",7.03868985867633
"1245",5.5936295706049
"1248",6.07859373655889
"1259",5.20001865592964
"1260",5.51652405514922
"1261",5.43747422132941
"1269",5.31917033736596
"1275",5.56637832254981
"1276",5.17884640415599
"1277",5.81873941133927
"1278",5.31917033736596
"1280",5.52588089800415
"1282",6.36181732372667
"1284",6.78965207900767
"1285",6.36181732372667
"1288",7.05228504325879
"1289",6.61936852627201
"1290",6.18064468032689
"1291",5.58719783338151
"1299",6.59598501865229
"1302",6.4840168000269
"1304",5.95180809733171
"1307",6.77395846781653
"1312",6.06387338873406
"1319",6.30486734194832
"1325",6.11020345176644
"1326",6.58429719688299
"1328",5.7843628083567
"1329",5.76565912878702
"1330",5.53604440130761
"1331",5.55622864178553
"1332",5.79646920191019
"1334",6.77205192150529
"1339",6.1034254784251
"1341",6.01084496737478
"1344",6.02915185882608
"1347",6.51019175131702
"1348",6.26803367322473
"1361",6.66874983343417
"1364",4.90841056927726
"1365",6.42218157160725
"1366",6.21001470018127
"1369",5.82477424307454
"1372",6.56188527732881
"1375",6.52868399947789
"1376",5.97440279267328
"1377",5.4206909960357
"1385",5.51922134667877
"1390",5.38642220084513
"1392",6.74034739745437
"1394",5.79077233716131
"1400",6.47457667868604
"1407",5.57804346384684
"1409",5.60756662371805
"1410",5.93551566064188
"1411",6.40179857705156
"1412",6.47457667868604
"1415",6.41812360346699
"1416",5.14598045925708
"1417",5.47175491749075
"1428",6.11786222696131
"1429",6.06741489769973
"1431",4.78461775329191
"1439",5.3752318635428
"1442",5.23143308567284
"1445",6.25513708936052
"1448",6.06500038910402
"1449",6.06500038910402
"1450",6.5271527741264
"1451",6.25513708936052
"1457",6.41953787804204
"1464",5.6272255157935
"1469",5.19698498387892
"1473",5.45505002727891
"1476",6.38134637822332
"1479",6.33936412966335
"1481",6.38134637822332
"1482",5.68361376410088
"1491",6.25747382069439
"1492",5.66346286592684
"1493",5.73978564653289
"1496",6.6963264241149
"1499",6.38334439752727
"1502",5.83846274792163
"1503",4.97562490193559
"1504",6.41500899696417
"1509",6.2750262481019
"1510",5.54384541553829
"1518",6.05137862709617
"1520",5.83846274792163
"1522",4.97562490193559
"1523",5.81306634037707
"1524",5.87698888722515
"1525",5.91781186255792
"1528",6.10197014152169
"1530",5.91781186255792
"1536",5.86161698770532
"1538",5.52271848501407
"1543",6.17191455836463
"1546",6.46589113963972
"1550",5.86161698770532
"1554",6.01925327405641
"1557",5.9059463946749
"1559",4.90671393953183
"1560",5.21592248429246
"1566",5.8801107217374
"1567",6.07439272699492
"1568",5.57094786318112
"1573",6.19416764166217
"1574",5.48038522777846
"1575",6.12956835689608
"1577",5.30393070199247
"1592",6.56905810759141
"1596",5.49573565229697
"1598",5.49573565229697
"1601",5.4464497088514
"1604",6.5146258112026
"1605",5.3498264674456
"1608",5.91483468921683
"1611",6.56397999579277
"1612",5.4363516194256
"1614",6.39427096240306
"1616",6.24863259761557
"1617",5.17380483532499
"1618",5.19049503926288
"1620",6.45051058313348
"1624",5.859113093916
"1629",5.88135800424663
"1631",5.47166606615863
"1632",5.88135800424663
"1633",6.62531220316469
"1634",5.95292867336125
"1635",5.81057225195645
"1638",6.16907468149267
"1640",5.82002833449778
"1645",6.02310279179301
"1646",6.05868791809783
"1648",6.28898956122669
"1653",5.75393350256398
"1655",5.05276634186343
"1656",5.54097586937071
"1657",5.58017619243372
"1658",6.04513412484708
"1660",5.38076342932706
"1666",6.89906102254194
"1672",6.17557542710349
"1677",6.17557542710349
"1679",5.90341424339102
"1684",5.5642345981298
"1686",5.5642345981298
"1687",6.10367951866613
"1688",5.77427621037607
"1692",5.5642345981298
"1695",6.03355136198411
"1696",6.20465701782315
"1697",5.81871341077759
"1699",6.50187531434876
"1700",6.31597027511931
"1702",5.96381296527067
"1704",5.30348263811498
"1707",5.86529768476086
"1708",6.00971576474767
"1711",5.16816769313074
"1714",5.42233590904211
"1717",6.1177659805147
"1720",5.45607976455553
"1721",6.24325736565764
"1724",6.60110826776525
"1725",6.49850924475141
"1727",6.27751758276858
"1728",5.70334987832241
"1730",6.50984924378311
"1732",5.34143390854237
"1735",6.1279078837744
"1737",4.99087206243106
"1739",5.74487034661925
"1741",5.18547436111003
"1742",6.53175560789682
"1746",5.3602727473164
"1749",5.65894735610107
"1750",5.98619083876321
"1751",6.09439570703757
"1752",6.66655298740998
"1754",5.95323266113799
"1756",5.90305151924005
"1757",5.48380610782051
"1758",5.2800227294277
"1762",5.66159395242907
"1763",6.25332061205157
"1765",5.48380610782051
"1766",5.2800227294277
"1767",5.22014991716229
"1770",6.38720026699372
"1771",5.85863943974016
"1773",5.84378324566201
"1774",5.85863943974016
"1778",5.9636865413813
"1779",6.70337405622603
"1781",5.97453684026148
"1783",6.02898219234327
"1784",5.16039835899987
"1785",6.45222150796036
"1786",6.02898219234327
"1788",6.54612158460316
"1789",6.375319428221
"1792",5.20356691417486
"1793",5.60513333001332
"1796",5.16678943426555
"1797",6.17727142407721
"1798",6.32544602823649
"1800",5.90389836691977
"1801",5.42457044213812
"1804",5.90389836691977
"1805",5.42457044213812
"1806",5.38074622080621
"1809",5.38074622080621
"1813",6.49531024284449
"1814",6.13853242508605
"1817",6.81488143022453
"1819",6.54295492785314
"1822",5.6840107181489
"1824",6.04202621541985
"1828",6.04202621541985
"1829",6.1571844141777
"1830",6.27316445580573
"1838",6.17104961734243
"1839",5.6504843774456
"1842",6.17104961734243
"1845",6.3680097952848
"1852",6.3680097952848
"1855",6.04633691610497
"1861",6.19057617888998
"1865",5.90144160128836
"1867",5.93439892159172
"1868",6.35610968620863
"1872",6.08837033876415
"1873",5.40349840946838
"1876",5.36772063618876
"1878",5.73771696747298
"1883",5.70191939622584
"1885",6.14184090566365
"1888",5.98603548909053
"1889",6.01694399223805
"1892",5.62301971859154
"1893",5.81106098515176
"1895",5.32941575367793
"1903",5.63768597020349
"1904",5.50447283866062
"1909",6.52029894466539
"1910",6.16772491343406
"1912",5.71475194203838
"1914",5.35639808426413
"1915",6.21059255069439
"1921",5.87399107915693
"1922",6.16772491343406
"1923",6.00478772004407
"1924",5.13557189839411
"1928",5.78133605558061
"1935",5.61856576406234
"1942",5.32026544493536
"1944",5.80800579806356
"1945",5.04107352112362
"1948",5.04107352112362
"1950",5.39326479996237
"1951",6.02936406393038
"1953",6.86821228945694
"1956",5.26292683692205
"1959",5.51262582543345
"1963",5.26910781072098
"1964",5.51262582543345
"1968",5.75920321915728
"1976",5.03506062228313
"1978",5.65264102232541
"1979",5.47962649396677
"1981",5.75554584858201
"1984",5.75554584858201
"1987",5.95005953713905
"1988",5.85056033590016
"1991",4.45997241111003
"1992",5.75554584858201
"1993",6.05708169286079
"1995",5.74914875356707
"1997",5.74914875356707
"2001",5.47466704422944
"2002",5.44910409589514
"2004",6.11747065595267
"2008",5.71945931792525
"2009",6.10605530736149
"2010",6.37654686026592
"2013",6.29564467610976
"2014",6.0868112997051
"2016",6.2148734855719
"2020",6.0868112997051
"2022",5.81254076006311
"2024",5.81254076006311
"2028",5.34506886560089
"2032",5.87579720565507
"2036",5.75124413555167
"2042",5.85547788932569
"2044",6.33065013842973
"2045",5.63662883628021
"2046",5.301828145813
"2047",5.37630940389003
"2050",5.84058980387839
"2053",5.92071543388059
"2060",5.18279848043645
"2061",5.64720517700444
"2062",5.88543598556994
"2066",5.29759850335251
"2067",5.49770600849277
"2069",5.92788854663522
"2073",5.83169386897292
"2077",4.92425319113782
"2085",5.95668027144874
"2087",5.47360179090582
"2091",5.57594655244307
"2092",5.63683889757107
"2094",5.66735234025875
"2096",5.64549733653632
"2101",5.82420706172022
"2102",6.18809259193934
"2103",5.27807072061878
"2106",4.55879624459913
"2107",5.77288471986617
"2109",5.58015516643158
"2111",5.84377937078039
"2113",5.84377937078039
"2114",5.33819051934918
"2115",5.73827444992719
"2122",6.4650816244683
"2126",5.88375718295791
"2130",5.93698291978376
"2131",5.66715177999582
"2132",6.04515434976377
"2133",6.04515434976377
"2134",6.3325428182078
"2137",6.24626668315234
"2138",6.2943579113948
"2143",5.40754968798144
"2145",6.01084488048191
"2148",5.87198962722445
"2152",5.73644958652821
"2153",5.51006361766606
"2156",5.97366732619783
"2158",6.45701074509749
"2161",6.18321732009589
"2165",6.77667067801268
"2166",4.78520044647701
"2167",4.78520044647701
"2169",5.87258468466026
"2170",5.87258468466026
"2173",4.90337133364715
"2176",5.87258468466026
"2177",4.90337133364715
"2178",5.05323032459968
"2182",5.85803746770252
"2183",5.78357503914332
"2185",5.7124335950445
"2186",5.81571561677902
"2188",4.96059927675261
"2191",6.6841740939622
"2193",5.4995166957807
"2194",6.0615961951656
"2198",6.39136424993043
"2203",5.6554608936509
"2204",5.20057670143824
"2205",5.26006356378759
"2209",5.74084453317889
"2210",6.24079743744345
"2211",5.57165904184933
"2214",6.20282121822899
"2215",5.74084453317889
"2217",5.23549132448499
"2221",5.94434135201429
"2223",6.05596489567972
"2225",6.05596489567972
"2226",5.6772018385863
"2230",6.43329075677678
"2232",6.43329075677678
"2234",4.88675601904085
"2238",5.45923746936746
"2240",5.01131601988588
"2241",5.51431332593331
"2249",5.67884742728022
"2250",5.50673919840804
"2253",5.56125357097048
"2256",5.88679513491629
"2261",5.51685179543577
"2262",4.91041479206378
"2263",5.73319554875241
"2270",6.08587903925146
"2271",6.35920559771108
"2273",6.02275709992691
"2275",6.35920559771108
"2279",5.41949546734494
"2283",5.44514992588721
"2284",5.44514992588721
"2290",6.54535124401103
"2291",6.14073935631915
"2292",6.27683205474184
"2294",6.54535124401103
"2295",6.68324696821063
"2297",6.02996838597069
"2298",5.42600554661036
"2299",6.63445038933144
"2301",6.55387440381385
"2303",5.43627764138933
"2304",5.3705820803253
"2305",4.80395796500141
"2307",5.29590582798809
"2311",5.86538503176226
"2312",6.6585815058415
"2316",6.07303975360945
"2321",6.76525775547508
"2324",6.40089008327028
"2325",5.48106676509379
"2326",4.62995120725494
"2329",5.4017390859523
"2331",5.42809787935012
"2332",5.72150765542857
"2333",5.72955064788494
"2336",5.90599286066166
"2338",5.27234637916948
"2339",5.81545276880666
"2341",5.80407639885621
"2344",6.34776339995005
"2346",5.95125362179627
"2348",5.97411568239708
"2353",5.14363111720552
"2354",6.29241187636366
"2355",6.18739550406702
"2356",6.37424605699185
"2357",5.5697766580049
"2369",5.60349630563812
"2375",6.67365627994286
"2377",6.67365627994286
"2378",5.72155192351615
"2384",6.09599273142368
"2387",5.35417327999486
"2388",5.35417327999486
"2391",5.97568629228224
"2392",5.91155300196934
"2396",5.91459297952768
"2397",5.60238878130845
"2399",6.14275034049109
"2403",5.41136137302527
"2406",5.63996730741536
"2407",6.52316488481474
"2408",5.91470767914807
"2411",6.25290490914209
"2416",5.51117991765931
"2419",5.21103239037344
"2420",5.38710065239142
"2421",6.86420477205671
"2424",5.61014828169069
"2426",5.61014828169069
"2428",5.240127431545
"2432",5.42123140919255
"2433",5.48176186152964
"2435",5.76789485150621
"2438",5.66486964931652
"2445",5.53947499348326
"2446",5.53712749207817
"2448",5.69204241462184
"2449",5.66076125674052
"2450",5.90195321448043
"2457",5.895461128974
"2459",5.72223377738043
"2462",5.00492139612498
"2463",5.06227393201776
"2464",6.22379498469692
"2468",5.61395637354901
"2471",5.43413089274382
"2472",6.39005498031604
"2480",5.55565414228433
"2481",5.37921116617244
"2484",5.51299257428686
"2485",5.33874364647653
"2489",6.23943457347277
"2491",5.28692912635463
"2494",5.40305031517373
"2495",5.40305031517373
"2502",5.63595315178462
"2504",4.77037061381822
"2506",5.62966020142677
"2507",5.39679303973056
"2508",6.60063454047259
"2510",5.24559160523149
"2512",5.26489547373692
"2513",5.67958643532111
"2514",5.02557265894764
"2520",5.39090497329996
"2521",5.57956771657986
"2524",6.42887433551734
"2525",5.57956771657986
"2529",5.99764806473993
"2531",5.81027649808603
"2535",5.66655329896015
"2545",5.82001971861095
"2546",5.8807140598228
"2548",5.26435358524988
"2549",5.47249844569094
"2553",4.87995210597206
"2563",5.41868046307815
"2565",5.63449213422309
"2570",5.9660171572725
"2573",5.79097783421694
"2578",5.57016720818161
"2579",6.89334193043974
"2581",6.06838763540724
"2582",5.57258476667121
"2584",5.57258476667121
"2585",5.57258476667121
"2587",5.57258476667121
"2591",6.55058314187803
"2593",5.79287160116288
"2594",6.28431443670728
"2599",5.49511104853321
"2600",5.66852534447554
"2603",6.47657112110699
"2605",6.23233476514181
"2606",5.85193062163692
"2607",6.14034632664969
"2609",6.15107685266071
"2615",6.55112246599648
"2616",6.4866411367744
"2617",6.4866411367744
"2618",6.4866411367744
"2621",5.71244285163508
"2623",6.20611095547991
"2624",6.4866411367744
"2625",6.55112246599648
"2627",6.05840152807968
"2628",6.37967283216464
"2629",6.23490918748201
"2632",6.38303517797417
"2634",5.73169525669457
"2637",5.73169525669457
"2641",6.50047190154914
"2642",6.56407558116209
"2648",5.94585504131272
"2651",5.4006958686575
"2653",7.05034716682121
"2659",6.25507950669228
"2660",6.828048351093
"2661",5.29518598284961
"2667",6.85601663298587
"2674",5.44116599152712
"2675",5.63935962863579
"2676",5.67024300515669
"2679",5.13651943888867
"2683",6.14204117983156
"2685",6.40320841331096
"2686",6.39602020958674
"2687",7.1677840816616
"2688",5.57777046998564
"2691",5.27957109218075
"2692",5.93951009610186
"2698",5.82543625748396
"2699",5.3102905014003
"2700",5.27957109218075
"2702",5.83948159957644
"2703",5.83948159957644
"2704",5.83948159957644
"2707",5.60484679127788
"2709",5.6205347260877
"2710",5.49860295968134
"2713",5.72329302509082
"2714",5.6205347260877
"2715",5.57181630045308
"2717",5.49860295968134
"2718",6.36209752212305
"2719",5.37579006821134
"2724",5.91939573659724
"2726",6.07335439333182
"2730",6.02894298838788
"2734",6.02894298838788
"2737",6.11592863680235
"2738",5.86250404948318
"2741",5.8262411918963
"2744",5.2313033812139
"2750",5.84813288707071
"2752",6.8178759821673
"2755",5.40927983720856
"2757",5.7146156765478
"2759",5.89800222182333
"2760",5.92292918481109
"2761",6.03015158355254
"2762",5.20120799984534
"2763",5.06493386069495
"2764",5.45172197695444
"2767",6.89106989529106
"2768",5.85281866385662
"2770",5.06493386069495
"2771",5.46194174682532
"2773",7.01066326286459
"2774",6.35151105253505
"2776",6.25022836682487
"2780",6.43624790045763
"2784",6.11569477787717
"2785",6.11569477787717
"2787",5.98948275485439
"2789",5.34512779622145
"2791",6.10205338050542
"2792",5.44957995137956
"2793",5.6151908173184
"2794",7.06204483324618
"2796",5.89230473095387
"2797",7.06204483324618
"2798",5.45469464985427
"2800",7.01139575714947
"2801",5.44957995137956
"2803",5.73387619439256
"2804",6.60247833588935
"2805",5.89230473095387
"2806",6.19127461583973
"2809",5.44054345805699
"2811",6.36123684709579
"2813",6.13717571644402
"2814",6.43959634550964
"2816",5.41452498458496
"2817",6.03035966998749
"2819",5.9526197646603
"2820",6.27141822918058
"2822",5.80464225577938
"2823",6.03732791231984
"2825",5.59037944235667
"2826",5.87269294374014
"2827",5.62671617802066
"2828",6.74218908574656
"2829",6.74218908574656
"2832",5.32567093562033
"2833",5.92318227761962
"2836",5.87269294374014
"2840",6.11007014852319
"2844",5.57564488434592
"2845",5.93913317906904
"2847",6.14396620858161
"2848",6.72763855045567
"2849",5.50763384384114
"2853",6.52214263878427
"2861",5.62280399824248
"2864",6.67015382363121
"2872",6.34363736398417
"2876",6.34363736398417
"2877",6.21546878367699
"2879",6.7526428391201
"2880",5.95361961540988
"2882",6.54889658385098
"2884",6.69789077838875
"2886",6.68424391891538
"2887",5.31067691367167
"2888",6.36086413287246
"2889",5.12086598943189
"2891",6.3766479411344
"2892",5.97256231806104
"2895",6.60263728322952
"2898",5.10557624418372
"2900",5.72199379316169
"2901",6.40094175681832
"2902",6.62296707622485
"2903",5.58209167829099
"2904",6.26187548936399
"2905",6.07124064064211
"2909",6.15847349416062
"2910",6.26294419013733
"2911",5.56465688269233
"2913",6.62296707622485
"2917",6.47693700256147
"2920",6.45235938282873
"2921",5.69974816912384
"2922",5.71800215465997
"2923",6.94594632015614
"2925",5.84241753310021
"2929",6.48728769809426
"2933",5.65281743804719
"2935",5.29124536811801
"2943",5.64205387293576
"2944",6.41718552610613
"2945",5.97999183160538
"2947",6.10738373212867
"2948",6.10738373212867
"2951",4.69727054578612
"2954",4.69727054578612
"2956",5.93917168560536
"2957",7.17524935451728
"2959",5.61293668255064
"2960",7.02036841731222
"2968",5.73800323451553
"2969",6.13577351063124
"2970",5.90301497579756
"2978",5.94077434505774
"2979",5.94077434505774
"2981",6.51293834541105
"2982",6.08648653616005
"2983",6.08041360011187
"2984",6.47338590605981
"2986",6.36624066211525
"2987",6.36624066211525
"2988",6.35631964584489
"2990",5.87841070823534
"2992",6.27839408699905
"2999",6.692668664378
"3002",6.15917533500812
